"amount","project_number","report_fy","budget_cycle","fund_type","fund_number","asset_owning_dept","project_name","account","account_number"
"17500.0","AIL00005","18","adopted","Development Impact Fees","C400116","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"1000000.0","P18007","18","adopted","Development Impact Fees","C400116","Transportation & Storm Water","Alvarado Road Realignment","Undistributed Budget","512117"
"800000.0","S15004","18","adopted","Development Impact Fees","C400116","Parks & Recreation","Rancho Mission Neighborhood Park Play Area Upgrade","Undistributed Budget","512117"
"105000.0","AIK00003","18","adopted","Development Impact Fees","C400117","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"25000.0","AIL00005","18","adopted","Development Impact Fees","C400121","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"710000.0","S13022","18","adopted","Development Impact Fees","C400121","Library","Mission Hills-Hillcrest Library","Undistributed Budget","512117"
"60000.0","ABT00001","18","adopted","Development Impact Fees","C400122","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"1600000.0","AIK00003","18","adopted","Development Impact Fees","C400122","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"1455000.0","AIL00004","18","adopted","Development Impact Fees","C400122","Transportation & Storm Water","Traffic Signals - Citywide","Undistributed Budget","512117"
"1000000.0","L18000","18","adopted","Development Impact Fees","C400122","Parks & Recreation","Downtown Greenways","Undistributed Budget","512117"
"5500000.0","S16012","18","adopted","Development Impact Fees","C400122","Parks & Recreation","East Village Green Phase 1","Undistributed Budget","512117"
"3000000.0","S16013","18","adopted","Development Impact Fees","C400122","Parks & Recreation","Children's Park Improvements","Undistributed Budget","512117"
"155000.0","AIK00003","18","adopted","Development Impact Fees","C400123","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"31000.0","AIK00003","18","adopted","Development Impact Fees","C400125","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"10000.0","AIL00005","18","adopted","Development Impact Fees","C400125","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"1100000.0","S15031","18","adopted","Development Impact Fees","C400125","Parks & Recreation","Egger/South Bay Community Park ADA Improvements","Undistributed Budget","512117"
"150000.0","S13000","18","adopted","Development Impact Fees","C400127","Parks & Recreation","Tubman Charter School JU Improvements","Undistributed Budget","512117"
"6300.0","AIL00005","18","adopted","Development Impact Fees","C400128","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"35000.0","AIK00003","18","adopted","Development Impact Fees","C400129","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"133850.0","AIK00003","18","adopted","Development Impact Fees","C400132","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"155000.0","AIK00003","18","adopted","Development Impact Fees","C400133","Transportation & Storm Water","Sidewalk Repair and Reconstruction","Undistributed Budget","512117"
"22450.0","AIL00005","18","adopted","Development Impact Fees","C400133","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"400000.0","AIA00001","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Minor Bike Facilities","Undistributed Budget","512117"
"2067459.0","AID00005","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Resurfacing of City Streets","Undistributed Budget","512117"
"50000.0","AIE00001","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Bridge Rehabilitation","Undistributed Budget","512117"
"150000.0","AIG00001","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Median Installation","Undistributed Budget","512117"
"100000.0","AIH00001","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Installation of City Owned Street Lights","Undistributed Budget","512117"
"850000.0","AIK00001","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","New Walkways","Undistributed Budget","512117"
"385000.0","AIL00001","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Traffic Calming","Undistributed Budget","512117"
"150000.0","AIL00002","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Install T/S Interconnect Systems","Undistributed Budget","512117"
"785000.0","AIL00004","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Traffic Signals - Citywide","Undistributed Budget","512117"
"615000.0","AIL00005","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"2000000.0","S00851","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","SR 163/Friars Road","Undistributed Budget","512117"
"2750000.0","S00915","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","University Avenue Mobility","Undistributed Budget","512117"
"4700000.0","S11060","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Otay Mesa Truck Route Phase 4","Undistributed Budget","512117"
"1000000.0","S13018","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Avenida de la Playa Infrastructure-SD","Undistributed Budget","512117"
"2000000.0","S14009","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","SR94/Euclid Av Interchange Phase 2","Undistributed Budget","512117"
"1000000.0","S15023","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Torrey Pines Road Improvement Phase 2","Undistributed Budget","512117"
"150000.0","S18000","18","adopted","TransNet Funds","C400169","Transportation & Storm Water","Streamview Drive Improvements Phase 2","Undistributed Budget","512117"
"35000.0","S00944","18","adopted","TransNet Funds","C400173","Transportation & Storm Water","Bayshore Bikeway","Undistributed Budget","512117"
"250000.0","ABT00001","18","adopted","Development Impact Fees","C400855","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"3233480.0","S00649","18","adopted","Facilities Benefit Assessments","C400856","Parks & Recreation","Cesar Solis Community Park","Undistributed Budget","512117"
"400000.0","S00752","18","adopted","Facilities Benefit Assessments","C400856","Parks & Recreation","Beyer Park Development","Undistributed Budget","512117"
"400000.0","S00995","18","adopted","Facilities Benefit Assessments","C400856","Parks & Recreation","Hidden Trails Neighborhood Park","Undistributed Budget","512117"
"6350000.0","S00999","18","adopted","Facilities Benefit Assessments","C400856","Parks & Recreation","Riviera Del Sol Neighborhood Park","Undistributed Budget","512117"
"250000.0","AGF00007","18","adopted","Development Impact Fees","C400864","Parks & Recreation","Park Improvements","Undistributed Budget","512117"
"17500.0","AIL00005","18","adopted","Development Impact Fees","C400864","Transportation & Storm Water","Traffic Signals Modification","Undistributed Budget","512117"
"350987.0","S11103","18","adopted","Development Impact Fees","C400864","Parks & Recreation","Valencia Park Acquisition & Development","Undistributed Budget","512117"
"1200000.0","ABP00001","18","adopted","Sewer Funds","C700008","Public Utilities","Pump Station Restorations","Undistributed Budget","512117"
"250000.0","ABP00003","18","adopted","Sewer Funds","C700008","Public Utilities","Pump Station 64,65, Penasquitos, E Mission Gorge","Undistributed Budget","512117"
"100000.0","ABT00001","18","adopted","Sewer Funds","C700008","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"47058301.0","AJA00001","18","adopted","Sewer Funds","C700008","Public Utilities","Sewer Main Replacements","Undistributed Budget","512117"
"11759341.0","AJA00002","18","adopted","Sewer Funds","C700008","Public Utilities","Pipeline Rehabilitation","Undistributed Budget","512117"
"300000.0","AJA00003","18","adopted","Sewer Funds","C700008","Public Utilities","Unscheduled Projects","Undistributed Budget","512117"
"1733000.0","AJB00001","18","adopted","Sewer Funds","C700008","Public Utilities","Metropolitan Waste Water Department Trunk Sewers","Undistributed Budget","512117"
"1000000.0","RD16001","18","adopted","Sewer Funds","C700008","Public Utilities","Harbor Dr TS Participation Agreement","Undistributed Budget","512117"
"903134.0","S14000","18","adopted","Sewer Funds","C700008","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"2000000.0","S15019","18","adopted","Sewer Funds","C700008","Public Utilities","Alvarado Trunk Sewer Phase IV","Undistributed Budget","512117"
"4080000.0","S15020","18","adopted","Sewer Funds","C700008","Public Utilities","Tecolote Canyon Trunk Sewer Improvement","Undistributed Budget","512117"
"13705722.0","S17008","18","adopted","Sewer Funds","C700008","Public Utilities","Advanced Metering Infrastructure","Undistributed Budget","512117"
"2450000.0","ABO00001","18","adopted","Sewer Funds","C700009","Public Utilities","Metro Treatment Plants","Undistributed Budget","512117"
"100000.0","ABT00001","18","adopted","Sewer Funds","C700009","Public Works - General Services","City Facilities Improvements","Undistributed Budget","512117"
"6104584.0","AJB00001","18","adopted","Sewer Funds","C700009","Public Utilities","Metropolitan Waste Water Department Trunk Sewers","Undistributed Budget","512117"
"27145387.0","ALA00001","18","adopted","Sewer Funds","C700009","Public Utilities","PURE Water Program","Undistributed Budget","512117"
"8000000.0","S00312","18","adopted","Sewer Funds","C700009","Public Utilities","PS2 Power Reliability & Surge Protection","Undistributed Budget","512117"
"522867.0","S14000","18","adopted","Sewer Funds","C700009","Citywide","I AM San Diego Project","Undistributed Budget","512117"
"1400000.0","S17012","18","adopted","Sewer Funds","C700009","Public Utilities","NCWRP Improvements to 30 mgd","Undistributed Budget","512117"
"400000.0","S17013","18","adopted","Sewer Funds","C700009","Public Utilities","MBC Equipment Upgrades","Undistributed Budget","512117"
"1000000.0","ABI00001","18","adopted","Water Fund","C700010","Public Utilities","Water Treatment Plants","Undistributed Budget","512117"
"4948360.0","ABJ00001","18","adopted","Water Fund","C700010","Public Utilities","Water Pump Station Restoration","Undistributed Budget","512117"
"2450000.0","ABL00001","18","adopted","Water Fund","C700010","Public Utilities","Standpipe and Reservoir Rehabilitations","Undistributed Budget","512117"
"700000.0","ABM00001","18","adopted","Water Fund","C700010","Public Utilities","Groundwater Asset Development Program","Undistributed Budget","512117"
"388967.0","AHC00004","18","adopted","Water Fund","C700010","Public Utilities","Recycled Water Systems Upgrades","Undistributed Budget","512117"
"500000.0","AKA00002","18","adopted","Water Fund","C700010","Public Utilities","Pressure Reduction Facility Upgrades","Undistributed Budget","512117"
"16343400.0","AKA00003","18","adopted","Water Fund","C700010","Public Utilities","Large Diameter Water Transmission PPL","Undistributed Budget","512117"
"46202093.0","AKB00003","18","adopted","Water Fund","C700010","Public Utilities","Water Main Replacements","Undistributed Budget","512117"
"46966635.0","ALA00001","18","adopted","Water Fund","C700010","Public Utilities","PURE Water Program","Undistributed Budget","512117"
"200000.0","S00050","18","adopted","Water Fund","C700010","Public Utilities","Water Department Security Upgrades","Undistributed Budget","512117"
"4301407.0","S11021","18","adopted","Water Fund","C700010","Public Utilities","University Ave Pipeline Replacement","Undistributed Budget","512117"
"850000.0","S11022","18","adopted","Water Fund","C700010","Public Utilities","Upas St Pipeline Replacement","Undistributed Budget","512117"
