"dept_group","dept_name","dept_division","dept_section","funds_center","funds_center_number"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 01","Fire Station 3","1912140103"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 01","Fire Station 4","1912140104"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 01","Fire Station 7","1912140107"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 01","Fire Station - Airport","1912140199"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 02","Fire Station 14","1912140214"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 02","Fire Station 18","1912140218"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 02","Fire Station 23","1912140223"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 02","Fire Station 28","1912140228"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 02","Fire Station 36","1912140236"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 02","Fire Station 5","1912140205"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 02","Fire Station 8","1912140208"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 03","Fire Station 15","1912140315"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 03","Fire Station 20","1912140320"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 03","Fire Station 21","1912140321"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 03","Fire Station 22","1912140322"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 03","Fire Station 25","1912140325"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 03","Fire Station 27","1912140327"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 04","Fire Station 10","1912140410"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 04","Fire Station 17","1912140417"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 04","Fire Station 2","1912140402"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 04","Fire Station 26","1912140426"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 04","Fire Station 31","1912140431"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 04","Fire Station 34","1912140434"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 04","Fire Station 39","1912140439"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 04","Fire Station 45","1912140445"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 05","Fast Response Squad 56","1912140556"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 05","Fire Station 13","1912140513"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 05","Fire Station 16","1912140516"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 05","Fire Station 24","1912140524"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 05","Fire Station 35","1912140535"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 05","Fire Station 41","1912140541"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 05","Fire Station 47","1912140547"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 05","Fire Station 9","1912140509"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 06","Fire Station 12","1912140612"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 06","Fire Station 19","1912140619"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 06","Fire Station 29","1912140629"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 06","Fire Station 30","1912140630"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 06","Fire Station 32","1912140632"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 06","Fire Station 43","1912140643"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 06","Fire Station 51","1912140651"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 06","Fire Station 6","1912140606"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 07","Fire Station 33","1912140733"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 07","Fire Station 37","1912140737"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 07","Fire Station 38","1912140738"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 07","Fire Station 40","1912140740"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 07","Fire Station 42","1912140742"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 07","Fire Station 44","1912140744"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Battalion 07","Fire Station 46","1912140746"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Emergency Operations","Air Operations","1912140011"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Emergency Operations","Division Management","1912140001"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Emergency Operations","Training","1912140012"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Emergency Operations","Wellness","1912140013"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Fire Suppression","Fire Suppression","1912145111"
"Fire-Rescue","Fire-Rescue","Emergency Operations","Training","Fire Training","1912145211"
"Fire-Rescue","Fire-Rescue","Fire-Rescue","Fire-Rescue","Department Management","1912000001"
"Fire-Rescue","Fire-Rescue","Fire-Rescue","Fire-Rescue","Public & Media Affairs","1912000011"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Bay & Oceanfront Operations","Bay & Oceanfront Ops Section Management","1912121101"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Bay & Oceanfront Operations","Black's Beach","1912121111"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Bay & Oceanfront Operations","Children's Pool","1912121113"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Bay & Oceanfront Operations","La Jolla Shores","1912121112"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Bay & Oceanfront Operations","Mission Bay Beach","1912121117"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Bay & Oceanfront Operations","Mission Beach","1912121118"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Bay & Oceanfront Operations","North Pacific Beach","1912121115"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Bay & Oceanfront Operations","Ocean Beach","1912121120"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Bay & Oceanfront Operations","Pacific Beach","1912121116"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Bay & Oceanfront Operations","South Mission Beach","1912121119"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Bay & Oceanfront Operations","Windansea Beach","1912121114"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Lifeguard Services","Boating Safety","1912120011"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Lifeguard Services","Division Management","1912120001"
"Fire-Rescue","Fire-Rescue","Lifeguard Services","Lifeguard Services","Lifeguard Training","1912120012"
"Fire-Rescue","Fire-Rescue","Logistics","Logistics","Apparatus","1912180012"
"Fire-Rescue","Fire-Rescue","Logistics","Logistics","Division Management","1912180001"
"Fire-Rescue","Fire-Rescue","Logistics","Logistics","Equipment","1912180011"
"Fire-Rescue","Fire-Rescue","Logistics","Logistics","Facilities","1912180013"
"Fire-Rescue","Fire-Rescue","Special Operations","Special Operations","Air Operations","1912130018"
"Fire-Rescue","Fire-Rescue","Special Operations","Special Operations","Bomb Squad","1912130020"
"Fire-Rescue","Fire-Rescue","Special Operations","Special Operations","CERT","1912130016"
"Fire-Rescue","Fire-Rescue","Special Operations","Special Operations","Division Management","1912130001"
"Fire-Rescue","Fire-Rescue","Special Operations","Special Operations","Emergency Management","1912130017"
